key,status,value,used_exact,dynamic_risk,builtin_risk,runtime_value_seen,exact_files,runtime_pages,notes
global.decimal_style.sub,runtime_value_seen,Subscript,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
localization.country_label,used_exact,Country/region,True,False,False,False,snippets/m--country-selector.liquid,,Exact key path found in source files
localization.language_label,used_exact,Language,True,False,False,True,snippets/m--language-selector.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Translated value found in fetched storefront HTML
newsletter.description_html,used_exact,"By subscribing to our newsletter you agree to our <a href=""{{ link }}"">Privacy Policy</a> and <a href=""{{ link }}"">Terms of Service</a>.",True,False,False,False,sections/footer.liquid,,Exact key path found in source files
newsletter.email_placeholder,used_exact,Subscribe to our newsletter,True,False,False,False,sections/footer.liquid,,Exact key path found in source files
newsletter.error_message,used_exact,Please enter a valid email address.,True,False,False,False,sections/footer.liquid,,Exact key path found in source files
newsletter.label,runtime_value_seen,Email,False,False,False,True,,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Translated value found in fetched storefront HTML
newsletter.subscribe_aria_label,used_exact,Subscribe to newsletter,True,False,False,False,sections/footer.liquid,,Exact key path found in source files
newsletter.subscribe_sr_text,used_exact,Subscribe,True,False,False,False,sections/footer.liquid,,Exact key path found in source files
products.facets.clear,runtime_value_seen,Clear,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
products.facets.filter_button,runtime_value_seen,Filters,False,False,False,True,,https://voldt.it/collections/all; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Translated value found in fetched storefront HTML
products.facets.from,runtime_value_seen,From,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
products.facets.reset,used_exact,Reset,True,False,False,False,snippets/filter--price-range.liquid; assets/collection--filters.js,,Exact key path found in source files
products.facets.sort_button,runtime_value_seen,Sort,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
products.facets.to,runtime_value_seen,To,False,False,False,True,,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
products.facets.view,runtime_value_seen,View,False,False,False,True,,https://voldt.it/collections/all; https://voldt.it/pages/faq; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Translated value found in fetched storefront HTML
products.modal.label,builtin_risk,Media gallery,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.add_to_cart,used_exact,Add to Cart,True,False,False,False,snippets/product--sticky-atc.liquid; snippets/cart--upsell.liquid; snippets/m--quantity-atc.liquid; snippets/m--product-card.liquid; snippets/_script-variables.liquid; snippets/product--form.liquid; sections/product--main.liquid,,Exact key path found in source files
products.product.add_to_cart_success,used_exact,Added to Cart!,True,False,False,False,snippets/product--sticky-atc.liquid; snippets/product--form.liquid,,Exact key path found in source files
products.product.adding_error,used_exact,Please try again,True,False,False,False,snippets/product--sticky-atc.liquid; snippets/product--form.liquid,,Exact key path found in source files
products.product.adding_to_cart,used_exact,Adding to Cart,True,False,False,False,snippets/product--sticky-atc.liquid; snippets/product--form.liquid,,Exact key path found in source files
products.product.cutoff_dispatch_html,used_exact,*Order within <b>{{ cutoff_range }}</b> for free same-day dispatch,True,False,False,False,snippets/product--form.liquid,,Exact key path found in source files
products.product.cutoff_dispatch_remaining_html,used_exact,*Order in the next <b>{{ remaining }}</b> for free same-day dispatch,True,False,False,False,snippets/product--form.liquid,,Exact key path found in source files
products.product.inventory_out_of_stock,used_exact,Out of stock,True,False,False,False,snippets/_script-variables.liquid,,Exact key path found in source files
products.product.media.gallery_viewer,builtin_risk,Gallery Viewer,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.media.image_available,used_exact,Image {{ index }} is now available in gallery view,True,False,True,False,snippets/_script-variables.liquid,,Exact key path found in source files; Looks like a Shopify/platform or built-in component key
products.product.media.load_image,builtin_risk,Load image {{ index }} in gallery view,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.media.load_model,builtin_risk,Load 3D Model {{ index }} in gallery view,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.media.load_video,builtin_risk,Play video {{ index }} in gallery view,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.media.open_media,builtin_risk,Open media {{ index }} in modal,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.media.play_model,builtin_risk,Play 3D Viewer,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.media.play_video,builtin_risk,Play video,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.pickup_availability.check_availability,builtin_risk,Check local pickup availability,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.pickup_availability.check_other_stores,builtin_risk,Check availability at other stores,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.pickup_availability.pick_up_available,builtin_risk,Pickup available,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.pickup_availability.pick_up_available_at_html,builtin_risk,"Pickup available at <span class=""color-foreground"">{{ location_name }}</span>",False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.pickup_availability.pick_up_unavailable_at_html,builtin_risk,"Pickup currently unavailable at <span class=""color-foreground"">{{ location_name }}</span>",False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.pickup_availability.refresh,builtin_risk,Refresh,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.pickup_availability.unavailable,builtin_risk,Couldn't load pickup availability,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.pickup_availability.view_store_info,builtin_risk,View store information,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.price.from,used_exact,From,True,False,True,True,snippets/m--product-card.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Looks like a Shopify/platform or built-in component key; Translated value found in fetched storefront HTML
products.product.price.from_price_html,builtin_risk,From {{ price_min }},False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.price.regular_price,builtin_risk,Regular price,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.price.sale_price,builtin_risk,Sale price,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.price.unit_price,builtin_risk,Unit price,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.quantity.decrease,used_exact,Decrease quantity for {{ product }},True,False,True,False,snippets/m--quantity-atc.liquid,,Exact key path found in source files; Looks like a Shopify/platform or built-in component key
products.product.quantity.delete,used_exact,Delete,True,False,True,False,snippets/m--quantity-atc.liquid,,Exact key path found in source files; Looks like a Shopify/platform or built-in component key
products.product.quantity.in_cart_html,builtin_risk,"<span class=""quantity-cart"">{{ quantity }}</span> in cart",False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.quantity.increase,used_exact,Increase quantity for {{ product }},True,False,True,False,snippets/m--quantity-atc.liquid,,Exact key path found in source files; Looks like a Shopify/platform or built-in component key
products.product.quantity.input_label,builtin_risk,Quantity for {{ product }},False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.quantity.label,used_exact,Quantity,True,False,True,True,snippets/m--quantity-atc.liquid,https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Looks like a Shopify/platform or built-in component key; Translated value found in fetched storefront HTML
products.product.quantity.maximum_of,builtin_risk,Maximum of {{ quantity }},False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.quantity.minimum_of,builtin_risk,Minimum of {{ quantity }},False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.quantity.multiples_of,builtin_risk,Increments of {{ quantity }},False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.save_message,used_exact,You save {{ save_amount }}%,True,False,False,False,snippets/a--price-group.liquid,,Exact key path found in source files
products.product.sold_out,used_exact,Sold out,True,False,False,False,snippets/m--quantity-atc.liquid; snippets/_script-variables.liquid,,Exact key path found in source files
products.product.traditional_retail,used_exact,Traditional retail,True,False,False,False,snippets/a--price-group.liquid,,Exact key path found in source files
products.product.unavailable,used_exact,Unavailable,True,False,False,False,snippets/_script-variables.liquid,,Exact key path found in source files
products.product.value_unavailable,builtin_risk,{{ option_value }} - Unavailable,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.variant_drawer_text.length,used_exact,Temporary text for Length drawer.,True,True,False,False,snippets/product--length-slider.liquid,,Exact key path found in source files; Namespace is known to be consumed dynamically
products.product.video_exit_message,builtin_risk,{{ title }} opens full screen video in same window.,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.view_full_details,used_exact,View full details,True,False,False,False,sections/product--quick-atc.liquid,,Exact key path found in source files
products.product.view_in_3d,builtin_risk,View in 3D,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.xr_button,builtin_risk,View in your space,False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.product.xr_button_label,builtin_risk,"View in your space, loads item in augmented reality window",False,False,True,False,,,Looks like a Shopify/platform or built-in component key
products.reviews.all_countries,used_exact,All Countries,True,False,False,False,sections/s--reviews.liquid,,Exact key path found in source files
products.reviews.authentic_buyer,used_exact,Authentic buyer,True,False,False,False,sections/s--reviews.liquid,,Exact key path found in source files
products.reviews.country_names.at,used_exact,Austria,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/; https://voldt.it/cart; https://voldt.it/collections/all; https://voldt.it/search?q=zzzzunlikelyquery&type=product&page=1; https://voldt.it/blogs/notizie; https://voldt.it/pages/faq; https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/algemeen; https://voldt.it/pages/autos; https://voldt.it/pages/garantie-en-reclamatie; https://voldt.it/pages/impressum; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico; https://voldt.it/pages/informatie-levering; https://voldt.it/blogs/notizie/come-la-sezione-del-cavo-influisce-sulla-velocita-e-sulla-sicurezza-della-ricarica-ev; https://voldt.it/blogs/notizie/come-la-temperatura-influisce-sul-tuo-cavo-di-ricarica-per-veicoli-elettrici; https://voldt.it/blogs/notizie/perche-i-cavi-di-ricarica-ev-certificati-vengono-testati-singolarmente-prima-della-spedizione; https://voldt.it/blogs/notizie/perche-i-conducenti-di-ve-scelgono-cavi-di-ricarica-32a; https://voldt.it/blogs/notizie/quale-cavo-di-ricarica-dovrei-scegliere; https://voldt.it/blogs/notizie/tipi-di-cavi-di-ricarica-per-auto-elettriche-guida-completa,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.be,used_exact,Belgium,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.ch,used_exact,Switzerland,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw; https://voldt.it/pages/in-quali-paesi-viaggiate-con-il-vostro-veicolo-elettrico,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
products.reviews.country_names.cz,used_exact,Czech Republic,True,True,False,True,sections/s--reviews.liquid,https://voldt.it/pages/diventare-partner; https://voldt.it/pages/reso-gratuito; https://voldt.it/products/cavo-di-ricarica-presa-comando-rossa-tipo-2-32a-trifase-regolabile-8a-32a-22kw; https://voldt.it/products/cavo-di-ricarica-presa-comando-tipo-da-2-a-16a-monofase-regolabile-8a-16a-3-7kw-ev; https://voldt.it/products/tipo-2-cee-modalita-3-regolabile-8a-16a-11kw; https://voldt.it/products/tipo-2-schuko-8a-16a-37kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-16a-11kw; https://voldt.it/products/tipo-2-tipo-2-modalita-3-32a-22kw,Exact key path found in source files; Namespace is known to be consumed dynamically; Translated value found in fetched storefront HTML
